Equipment_ID,Type,Age_in_years,Usage_hours_per_day,Last_Maintenance_Date,Breakdown_Count,Vibration_Index,Temperature_Score,Error_Log_Frequency,Maintenance_Needed
E5347,MRI,6,7.99,2025-02-12 17:52:38.904066,1,0.39,30.57,2,0
E5348,MRI,9,7.56,2024-09-22 17:52:38.904066,0,0.05,25.71,0,1
E5349,ECG,4,2.33,2025-02-27 17:52:38.904066,0,0.69,40.55,3,1
E5350,ECG,1,12.92,2025-04-09 17:52:38.904066,1,0.37,59.13,1,0
E5351,Ultrasound,5,10.77,2025-03-07 17:52:38.904066,0,0.48,25.22,1,0
E5352,ECG,9,8.38,2025-01-29 17:52:38.904066,1,0.37,21.85,2,1
E5353,Ventilator,7,7.42,2024-08-12 17:52:38.904066,1,0.14,49.95,0,1
E5354,ECG,6,19.38,2025-05-05 17:52:38.904066,1,0.5,45.98,2,1
E5355,Ventilator,14,11.74,2024-10-16 17:52:38.904066,0,0.26,29.01,0,1
E5356,ECG,4,5.83,2025-03-29 17:52:38.904066,0,0.26,63.73,2,1
E5357,ECG,4,19.05,2024-09-10 17:52:38.904066,0,0.02,60.98,0,1
E5358,ECG,8,10.83,2025-01-14 17:52:38.904066,0,0.34,46.79,1,1
E5359,ECG,3,3.17,2024-12-22 17:52:38.904066,2,0.33,54.93,0,1
E5360,Ultrasound,9,1.0,2024-10-11 17:52:38.904066,0,0.21,52.07,0,1
E5361,Ventilator,14,13.76,2025-07-05 17:52:38.904066,0,0.75,25.3,3,1
E5362,Ultrasound,2,19.25,2025-06-24 17:52:38.904066,3,0.57,65.64,3,1
E5363,ECG,4,7.19,2024-12-09 17:52:38.904066,1,0.13,48.99,0,1
E5364,Ultrasound,6,10.84,2024-10-24 17:52:38.904066,1,0.54,37.88,1,1
E5365,Ultrasound,6,14.52,2025-05-11 17:52:38.904066,0,0.22,66.07,0,1
E5366,MRI,6,14.56,2025-01-12 17:52:38.904066,1,0.42,48.11,1,1
E5367,Ultrasound,6,7.05,2024-10-11 17:52:38.904066,0,0.46,36.59,0,1
E5368,MRI,3,2.26,2025-07-29 17:52:38.904066,0,0.68,53.21,5,1
E5369,Ventilator,7,5.34,2025-07-24 17:52:38.904066,2,0.21,47.63,2,0
E5370,Ultrasound,2,10.8,2025-04-08 17:52:38.904066,1,0.07,51.47,3,0
E5371,ECG,6,13.86,2025-08-02 17:52:38.904066,1,0.31,34.67,1,0
E5372,MRI,4,19.15,2025-03-15 17:52:38.904066,2,0.66,47.28,1,1
E5373,MRI,14,3.17,2025-04-03 17:52:38.904066,1,0.6,37.61,1,1
E5374,Ultrasound,2,9.56,2025-06-25 17:52:38.904066,0,0.78,67.47,1,1
E5375,Ultrasound,2,0.8,2024-11-10 17:52:38.904066,0,0.47,57.8,0,1
E5376,Ultrasound,2,13.28,2025-04-16 17:52:38.904066,1,0.39,48.58,1,0
E5377,MRI,5,10.81,2024-08-25 17:52:38.904066,1,0.04,43.05,1,1
E5378,Ultrasound,13,14.93,2024-09-08 17:52:38.904066,0,0.39,56.37,0,1
E5379,ECG,3,11.81,2025-07-02 17:52:38.904066,0,0.22,36.82,1,0
E5380,Ventilator,1,7.61,2025-07-02 17:52:38.904066,0,0.51,59.74,0,0
E5381,Ultrasound,7,3.16,2025-01-31 17:52:38.904066,1,0.44,69.38,2,1
E5382,ECG,10,12.29,2024-11-03 17:52:38.904066,1,0.27,27.08,3,1
E5383,ECG,9,9.74,2025-01-15 17:52:38.904066,1,0.57,56.33,2,1
E5384,Ultrasound,12,15.09,2024-08-16 17:52:38.904066,3,0.56,67.55,2,1
E5385,MRI,11,11.06,2025-04-04 17:52:38.904066,0,0.76,52.37,2,1
E5386,MRI,1,9.31,2025-06-26 17:52:38.904066,2,0.74,60.47,2,1
E5387,Ultrasound,1,16.81,2025-01-30 17:52:38.904066,0,0.42,28.57,2,1
E5388,Ventilator,2,3.54,2025-01-29 17:52:38.904066,0,0.28,28.07,3,1
E5389,Ventilator,5,16.59,2025-02-12 17:52:38.904066,1,0.64,50.85,2,1
E5390,ECG,9,5.92,2025-06-22 17:52:38.904066,0,0.79,51.12,4,1
E5391,ECG,0,17.44,2025-06-21 17:52:38.904066,1,0.57,59.74,1,1
E5392,Ventilator,3,6.01,2024-08-29 17:52:38.904066,0,0.07,40.07,2,1
E5393,ECG,2,4.73,2024-10-04 17:52:38.904066,1,0.19,39.74,3,1
E5394,ECG,1,4.08,2025-03-25 17:52:38.904066,0,0.49,25.14,1,0
E5395,Ventilator,6,11.45,2024-08-17 17:52:38.904066,0,0.1,62.21,0,1
E5396,ECG,5,10.71,2025-06-17 17:52:38.904066,0,0.02,49.73,0,0
E5397,ECG,10,3.22,2024-08-24 17:52:38.904066,0,0.59,60.57,1,1
E5398,Ventilator,10,0.69,2024-12-10 17:52:38.904066,0,0.03,60.19,0,1
E5399,ECG,3,8.31,2025-06-18 17:52:38.904066,1,0.21,35.58,3,0
E5400,Ventilator,4,14.08,2025-03-09 17:52:38.904066,1,0.39,36.18,2,0
E5401,ECG,2,9.95,2024-11-15 17:52:38.904066,1,0.62,67.64,1,1
E5402,Ventilator,2,17.36,2025-03-06 17:52:38.904066,2,0.16,53.36,0,1
E5403,Ventilator,2,11.88,2025-06-19 17:52:38.904066,0,0.57,25.66,2,0
E5404,Ultrasound,6,5.29,2024-09-24 17:52:38.904066,1,0.07,45.0,2,1
E5405,Ultrasound,2,17.01,2025-03-24 17:52:38.904066,0,0.14,26.72,2,1
E5406,ECG,8,15.4,2024-08-12 17:52:38.904066,1,0.6,59.72,2,1
E5407,Ultrasound,1,12.62,2024-10-23 17:52:38.904066,2,0.4,22.66,0,1
E5408,MRI,9,17.97,2025-05-04 17:52:38.904066,1,0.65,52.71,4,1
E5409,Ultrasound,4,19.61,2025-07-01 17:52:38.904066,1,0.3,69.66,2,1
E5410,Ultrasound,1,1.96,2025-01-11 17:52:38.904066,2,0.09,31.47,1,1
E5411,ECG,7,10.84,2025-07-17 17:52:38.904066,0,0.64,60.31,0,1
E5412,ECG,3,5.59,2024-10-14 17:52:38.904066,1,0.69,64.35,2,1
E5413,Ultrasound,10,15.4,2024-10-17 17:52:38.904066,1,0.58,40.81,1,1
E5414,ECG,5,10.51,2024-09-04 17:52:38.904066,3,0.12,25.55,1,1
E5415,Ultrasound,6,13.96,2024-11-19 17:52:38.904066,1,0.42,32.31,2,1
E5416,MRI,9,19.95,2025-05-05 17:52:38.904066,0,0.26,50.01,1,1
E5417,MRI,3,0.86,2025-01-23 17:52:38.904066,1,0.01,51.09,5,1
E5418,MRI,6,13.81,2024-09-26 17:52:38.904066,0,0.45,63.93,1,1
E5419,ECG,8,16.47,2025-03-08 17:52:38.904066,1,0.02,49.57,0,1
E5420,Ventilator,0,18.04,2025-05-18 17:52:38.904066,0,0.69,33.95,1,1
E5421,ECG,4,8.04,2025-02-09 17:52:38.904066,1,0.28,35.84,1,0
E5422,Ventilator,13,1.52,2024-11-13 17:52:38.904066,1,0.75,30.0,0,1
E5423,MRI,9,18.79,2025-04-13 17:52:38.904066,0,0.19,67.73,0,1
E5424,Ultrasound,9,12.67,2024-12-04 17:52:38.904066,1,0.16,59.39,0,1
E5425,Ventilator,8,13.75,2025-03-12 17:52:38.904066,1,0.72,68.69,3,1
E5426,MRI,3,8.26,2025-03-14 17:52:38.904066,1,0.59,38.57,0,0
E5427,Ultrasound,6,17.89,2024-10-06 17:52:38.904066,1,0.02,62.77,2,1
E5428,Ultrasound,2,6.5,2025-05-26 17:52:38.904066,3,0.49,55.87,0,1
E5429,Ventilator,14,10.07,2025-05-12 17:52:38.904066,0,0.34,57.91,1,1
E5430,ECG,0,16.19,2025-01-22 17:52:38.904066,0,0.71,56.95,1,1
E5431,Ultrasound,8,17.56,2025-06-27 17:52:38.904066,0,0.27,38.3,4,1
E5432,Ultrasound,0,12.82,2025-07-10 17:52:38.904066,1,0.26,53.65,0,0
E5433,ECG,3,18.01,2025-03-12 17:52:38.904066,0,0.28,23.15,5,1
E5434,ECG,2,2.44,2025-01-10 17:52:38.904066,0,0.61,68.64,0,1
E5435,Ventilator,13,6.52,2025-03-05 17:52:38.904066,0,0.18,32.1,5,1
E5436,Ultrasound,8,19.16,2024-10-19 17:52:38.904066,0,0.51,40.4,3,1
E5437,ECG,5,12.09,2024-11-13 17:52:38.904066,0,0.1,46.42,1,1
E5438,MRI,4,4.83,2025-01-17 17:52:38.904066,0,0.32,33.93,0,1
E5439,Ventilator,2,7.69,2025-05-26 17:52:38.904066,2,0.18,56.19,2,0
E5440,MRI,9,12.83,2025-04-09 17:52:38.904066,2,0.7,62.37,3,1
E5441,MRI,0,2.1,2024-11-13 17:52:38.904066,1,0.39,48.35,0,1
E5442,Ventilator,1,11.41,2024-09-22 17:52:38.904066,1,0.53,51.99,2,1
E5443,Ultrasound,2,12.61,2024-08-13 17:52:38.904066,0,0.64,61.73,0,1
E5444,ECG,10,2.09,2025-03-11 17:52:38.904066,1,0.21,62.68,3,1
E5445,ECG,7,18.04,2025-01-06 17:52:38.904066,2,0.28,48.09,2,1
E5446,Ultrasound,1,4.68,2024-12-20 17:52:38.904066,0,0.08,64.13,3,1
E5447,ECG,1,7.88,2025-03-20 17:52:38.904066,0,0.08,40.85,0,0
E5448,Ventilator,5,6.48,2025-01-28 17:52:38.904066,1,0.26,31.06,2,1
E5449,Ventilator,13,2.48,2024-10-27 17:52:38.904066,1,0.32,35.04,2,1
E5450,MRI,3,13.61,2024-11-23 17:52:38.904066,3,0.06,30.01,0,1
E5451,Ultrasound,1,10.85,2025-05-20 17:52:38.904066,0,0.41,26.39,2,0
E5452,Ultrasound,8,16.13,2024-12-16 17:52:38.904066,3,0.29,30.74,0,1
E5453,Ultrasound,0,14.01,2024-09-24 17:52:38.904066,2,0.49,67.4,1,1
E5454,MRI,5,7.87,2025-07-27 17:52:38.904066,1,0.74,47.0,1,1
E5455,Ventilator,3,4.37,2025-07-15 17:52:38.904066,0,0.68,35.7,2,1
E5456,Ultrasound,8,12.46,2025-07-01 17:52:38.904066,3,0.3,28.33,1,1
E5457,Ultrasound,3,13.19,2024-08-30 17:52:38.904066,1,0.49,69.83,2,1
E5458,ECG,4,9.15,2025-01-10 17:52:38.904066,1,0.79,58.37,2,1
E5459,Ventilator,9,16.33,2024-10-10 17:52:38.904066,1,0.02,35.46,2,1
E5460,ECG,11,9.82,2024-08-15 17:52:38.904066,0,0.61,47.45,1,1
E5461,MRI,6,3.51,2025-08-05 17:52:38.904066,0,0.1,55.88,2,0
E5462,MRI,10,13.68,2025-01-22 17:52:38.904066,2,0.54,57.93,2,1
E5463,Ventilator,0,6.81,2025-06-21 17:52:38.904066,0,0.74,52.4,2,1
E5464,ECG,9,6.14,2025-05-18 17:52:38.904066,0,0.68,49.29,2,1
E5465,MRI,5,2.16,2024-09-01 17:52:38.904066,1,0.12,20.61,0,1
E5466,ECG,7,8.12,2025-01-09 17:52:38.904066,1,0.35,29.67,3,1
E5467,Ventilator,3,18.99,2024-11-15 17:52:38.904066,2,0.46,25.21,0,1
E5468,MRI,4,9.75,2025-03-27 17:52:38.904066,0,0.38,61.35,1,1
E5469,Ventilator,8,1.17,2025-06-28 17:52:38.904066,1,0.01,49.71,1,0
E5470,Ultrasound,14,4.94,2025-07-14 17:52:38.904066,2,0.61,37.29,0,1
E5471,Ventilator,5,0.21,2025-06-09 17:52:38.904066,2,0.63,40.8,3,1
E5472,MRI,4,8.66,2025-02-27 17:52:38.904066,0,0.46,40.71,0,0
E5473,Ultrasound,5,19.78,2025-01-03 17:52:38.904066,0,0.34,41.79,2,1
E5474,Ventilator,14,3.64,2024-09-25 17:52:38.904066,1,0.29,57.63,2,1
E5475,MRI,3,10.41,2024-10-25 17:52:38.904066,1,0.45,47.96,3,1
E5476,Ultrasound,5,15.38,2025-01-02 17:52:38.904066,0,0.13,36.64,3,1
E5477,ECG,3,13.8,2025-03-30 17:52:38.904066,1,0.46,38.77,0,0
E5478,MRI,3,14.03,2024-10-20 17:52:38.904066,1,0.74,48.81,2,1
E5479,Ultrasound,0,18.57,2024-11-16 17:52:38.904066,1,0.54,39.33,0,1
E5480,Ventilator,2,14.19,2024-09-28 17:52:38.904066,2,0.2,28.21,2,1
E5481,Ultrasound,5,12.39,2025-02-13 17:52:38.904066,1,0.49,43.7,2,0
E5482,MRI,5,5.61,2024-08-27 17:52:38.904066,2,0.59,26.69,1,1
E5483,ECG,10,9.35,2025-07-08 17:52:38.904066,1,0.48,52.65,1,1
E5484,MRI,9,14.21,2025-02-27 17:52:38.904066,1,0.65,40.52,1,1
E5485,Ultrasound,0,14.8,2025-03-30 17:52:38.904066,0,0.57,62.11,0,1
E5486,MRI,0,1.45,2024-10-21 17:52:38.904066,1,0.06,65.53,0,1
E5487,ECG,14,2.66,2025-01-16 17:52:38.904066,2,0.66,35.47,3,1
E5488,MRI,4,19.77,2025-02-24 17:52:38.904066,0,0.22,40.86,2,1
E5489,ECG,2,2.3,2024-10-09 17:52:38.904066,0,0.29,45.26,1,1
E5490,MRI,9,5.5,2025-03-28 17:52:38.904066,0,0.73,66.3,3,1
E5491,Ultrasound,7,16.71,2025-07-20 17:52:38.904066,0,0.74,55.62,1,1
E5492,ECG,2,8.95,2025-02-28 17:52:38.904066,1,0.68,22.84,2,1
E5493,Ultrasound,12,4.31,2025-05-28 17:52:38.904066,1,0.12,51.57,0,1
E5494,MRI,10,12.96,2024-08-25 17:52:38.904066,0,0.01,29.57,0,1
E5495,MRI,5,7.32,2024-11-11 17:52:38.904066,3,0.75,65.45,0,1
E5496,Ultrasound,14,2.22,2025-02-22 17:52:38.904066,0,0.31,21.69,6,1
E5497,Ultrasound,6,18.81,2025-02-18 17:52:38.904066,0,0.67,31.92,3,1
E5498,Ultrasound,8,10.51,2025-03-29 17:52:38.904066,3,0.64,59.83,3,1
E5499,ECG,10,14.06,2025-05-03 17:52:38.904066,0,0.37,25.74,0,1
E5500,MRI,5,17.98,2025-03-26 17:52:38.904066,0,0.67,38.82,1,1
E5501,MRI,1,18.7,2025-06-13 17:52:38.904066,0,0.24,52.53,0,1
E5502,MRI,5,6.81,2024-09-03 17:52:38.904066,0,0.5,50.78,0,1
E5503,MRI,4,0.66,2025-04-01 17:52:38.904066,2,0.31,52.49,0,0
E5504,ECG,11,1.79,2025-02-23 17:52:38.904066,0,0.15,32.66,2,1
E5505,ECG,7,4.44,2025-05-18 17:52:38.904066,4,0.01,40.68,1,1
E5506,ECG,7,10.78,2024-12-07 17:52:38.904066,0,0.57,20.12,1,1
E5507,Ventilator,2,19.02,2025-04-07 17:52:38.904066,0,0.37,50.08,2,1
E5508,MRI,4,1.16,2025-06-24 17:52:38.904066,1,0.74,60.61,0,1
E5509,ECG,5,4.57,2025-07-27 17:52:38.904066,2,0.61,47.15,3,1
E5510,Ventilator,9,5.06,2025-03-30 17:52:38.904066,0,0.38,58.04,2,1
E5511,MRI,0,11.21,2024-08-08 17:52:38.904066,1,0.57,37.74,2,1
E5512,Ventilator,6,16.64,2024-11-17 17:52:38.904066,0,0.25,56.04,1,1
E5513,MRI,2,7.93,2024-08-08 17:52:38.904066,1,0.23,41.06,1,1
E5514,MRI,10,8.44,2025-01-28 17:52:38.904066,0,0.41,34.56,1,1
E5515,MRI,3,18.41,2024-09-07 17:52:38.904066,1,0.29,63.01,1,1
E5516,Ventilator,9,11.14,2024-10-17 17:52:38.904066,4,0.12,51.14,2,1
E5517,ECG,0,19.43,2025-02-04 17:52:38.904066,1,0.76,33.2,4,1
E5518,Ultrasound,6,16.25,2024-09-05 17:52:38.904066,0,0.09,55.07,3,1
E5519,ECG,4,15.69,2024-10-19 17:52:38.904066,1,0.23,21.54,1,1
E5520,MRI,10,8.32,2025-06-06 17:52:38.904066,1,0.1,25.12,1,1
E5521,Ventilator,8,13.26,2025-02-21 17:52:38.904066,0,0.72,22.89,1,1
E5522,Ventilator,4,7.36,2024-09-18 17:52:38.904066,0,0.13,56.69,2,1
E5523,ECG,4,5.23,2025-02-20 17:52:38.904066,0,0.08,24.43,0,0
E5524,ECG,4,1.49,2024-12-06 17:52:38.904066,1,0.52,69.02,0,1
E5525,Ventilator,0,14.57,2024-10-27 17:52:38.904066,0,0.24,31.97,3,1
E5526,Ventilator,0,14.31,2025-06-14 17:52:38.904066,0,0.62,49.28,2,1
E5527,Ultrasound,5,7.53,2024-08-15 17:52:38.904066,2,0.16,29.01,2,1
E5528,Ultrasound,13,11.94,2025-04-06 17:52:38.904066,0,0.68,25.81,0,1
E5529,ECG,5,7.74,2024-12-19 17:52:38.904066,1,0.64,48.22,1,1
E5530,Ultrasound,9,16.33,2024-12-04 17:52:38.904066,0,0.12,34.64,0,1
E5531,MRI,10,18.43,2025-03-11 17:52:38.904066,3,0.24,28.17,3,1
E5532,Ultrasound,7,2.8,2024-12-03 17:52:38.904066,0,0.64,20.12,1,1
E5533,MRI,8,3.27,2024-08-12 17:52:38.904066,1,0.51,37.89,0,1
E5534,MRI,5,19.99,2024-09-17 17:52:38.904066,1,0.22,34.15,2,1
E5535,ECG,3,15.75,2025-01-07 17:52:38.904066,1,0.29,41.0,3,1
E5536,MRI,6,8.75,2025-05-19 17:52:38.904066,1,0.38,67.43,0,1
E5537,ECG,3,19.73,2024-11-04 17:52:38.904066,1,0.37,65.67,1,1
E5538,Ultrasound,3,14.96,2025-03-16 17:52:38.904066,2,0.71,60.72,0,1
E5539,MRI,9,5.19,2025-07-18 17:52:38.904066,1,0.17,41.1,1,1
E5540,MRI,0,15.65,2024-12-06 17:52:38.904066,0,0.08,31.55,4,1
E5541,ECG,10,4.4,2025-01-29 17:52:38.904066,0,0.75,39.57,1,1
E5542,MRI,8,6.91,2024-09-24 17:52:38.904066,0,0.16,67.69,0,1
E5543,MRI,15,19.77,2024-10-10 17:52:38.904066,1,0.27,57.91,2,1
E5544,MRI,7,9.35,2025-04-25 17:52:38.904066,1,0.39,23.54,0,0
E5545,MRI,2,15.58,2025-05-04 17:52:38.904066,0,0.73,29.52,2,1
E5546,Ultrasound,3,7.44,2024-09-28 17:52:38.904066,2,0.36,59.62,2,1
E5547,Ultrasound,4,6.59,2024-08-06 17:52:38.904066,0,0.6,40.11,2,1
E5548,Ventilator,7,5.25,2024-08-09 17:52:38.904066,2,0.44,45.28,2,1
E5549,ECG,0,19.09,2025-01-18 17:52:38.904066,1,0.52,52.95,1,1
E5550,Ultrasound,12,9.88,2025-03-02 17:52:38.904066,3,0.66,42.14,1,1
E5551,Ultrasound,8,9.52,2025-02-22 17:52:38.904066,1,0.39,63.85,2,1
E5552,Ultrasound,4,4.69,2025-04-17 17:52:38.904066,0,0.24,36.62,1,0
E5553,Ventilator,6,4.02,2025-01-23 17:52:38.904066,2,0.28,30.17,1,1
E5554,Ventilator,7,10.42,2024-08-31 17:52:38.904066,2,0.59,45.27,0,1
E5555,Ultrasound,5,4.28,2025-06-25 17:52:38.904066,2,0.71,61.79,0,1
E5556,ECG,6,10.58,2025-01-06 17:52:38.904066,2,0.04,29.9,1,1
E5557,MRI,9,12.44,2025-06-07 17:52:38.904066,3,0.1,46.64,1,1
E5558,ECG,11,9.59,2025-04-10 17:52:38.904066,0,0.33,29.54,2,1
E5559,MRI,6,5.44,2024-08-14 17:52:38.904066,1,0.04,39.23,0,1
E5560,Ventilator,13,9.9,2025-04-10 17:52:38.904066,0,0.09,55.19,2,1
E5561,MRI,6,4.05,2025-02-03 17:52:38.904066,0,0.1,20.85,1,1
E5562,Ultrasound,11,2.16,2025-03-24 17:52:38.904066,1,0.62,59.62,4,1
E5563,MRI,0,9.57,2024-11-17 17:52:38.904066,0,0.15,34.45,2,1
E5564,Ventilator,5,15.25,2025-07-06 17:52:38.904066,0,0.13,43.76,0,0
E5565,ECG,0,8.61,2024-08-13 17:52:38.904066,1,0.71,35.56,4,1
E5566,ECG,11,6.66,2025-03-18 17:52:38.904066,1,0.53,69.28,3,1
E5567,Ultrasound,4,18.16,2025-07-24 17:52:38.904066,0,0.22,36.59,0,1
E5568,Ventilator,8,0.8,2024-08-07 17:52:38.904066,0,0.16,41.7,0,1
E5569,Ventilator,12,2.48,2025-06-11 17:52:38.904066,0,0.11,37.37,0,1
E5570,Ventilator,7,1.13,2024-11-20 17:52:38.904066,2,0.02,26.97,2,1
E5571,MRI,6,13.68,2025-06-12 17:52:38.904066,0,0.34,62.0,5,1
E5572,MRI,4,7.74,2024-10-17 17:52:38.904066,2,0.32,49.07,1,1
E5573,MRI,6,16.07,2024-08-16 17:52:38.904066,0,0.32,45.88,3,1
E5574,Ventilator,7,1.27,2024-08-06 17:52:38.904066,1,0.3,62.08,3,1
E5575,MRI,10,18.12,2024-11-17 17:52:38.904066,0,0.79,44.29,2,1
E5576,Ultrasound,2,19.87,2024-10-11 17:52:38.904066,1,0.01,49.99,0,1
E5577,ECG,9,17.33,2025-04-20 17:52:38.904066,1,0.71,33.22,2,1
E5578,MRI,1,17.88,2025-07-07 17:52:38.904066,2,0.33,56.47,4,1
E5579,Ultrasound,1,8.59,2024-12-03 17:52:38.904066,2,0.06,51.75,1,1
E5580,ECG,8,5.59,2025-04-09 17:52:38.904066,1,0.68,23.67,2,1
E5581,Ventilator,0,11.21,2025-01-18 17:52:38.904066,0,0.46,32.45,2,1
E5582,Ultrasound,3,11.14,2025-02-12 17:52:38.904066,1,0.22,60.45,1,1
E5583,ECG,2,18.58,2024-10-30 17:52:38.904066,0,0.22,57.88,0,1
E5584,ECG,4,11.66,2024-09-20 17:52:38.904066,1,0.68,56.71,1,1
E5585,Ventilator,6,1.24,2024-08-07 17:52:38.904066,2,0.11,66.95,2,1
E5586,Ultrasound,0,9.85,2025-05-06 17:52:38.904066,1,0.17,55.79,1,0
E5587,Ultrasound,12,13.44,2024-11-14 17:52:38.904066,1,0.38,66.11,2,1
E5588,Ultrasound,9,13.26,2024-08-28 17:52:38.904066,1,0.55,34.4,3,1
E5589,MRI,2,9.58,2024-09-21 17:52:38.904066,0,0.7,24.57,4,1
E5590,Ventilator,2,18.03,2024-10-31 17:52:38.904066,1,0.57,28.71,1,1
E5591,Ultrasound,10,4.58,2024-11-17 17:52:38.904066,0,0.62,47.19,1,1
E5592,MRI,11,1.53,2025-01-02 17:52:38.904066,0,0.51,46.99,2,1
E5593,Ventilator,3,0.89,2024-10-08 17:52:38.904066,0,0.54,26.32,1,1
E5594,Ventilator,6,4.4,2025-03-17 17:52:38.904066,0,0.08,59.84,2,0
E5595,Ultrasound,8,3.78,2024-12-07 17:52:38.904066,0,0.32,37.78,1,1
E5596,Ultrasound,12,7.29,2024-12-18 17:52:38.904066,2,0.23,61.57,3,1
E5597,Ultrasound,10,11.86,2024-12-09 17:52:38.904066,0,0.06,55.78,1,1
E5598,MRI,9,13.6,2025-06-15 17:52:38.904066,0,0.26,41.89,0,1
E5599,MRI,5,18.97,2025-07-07 17:52:38.904066,1,0.54,58.0,1,1
E5600,Ultrasound,4,6.04,2024-09-28 17:52:38.904066,0,0.7,68.48,0,1
E5601,ECG,9,13.19,2025-01-15 17:52:38.904066,1,0.39,22.24,3,1
E5602,Ultrasound,2,6.82,2025-03-09 17:52:38.904066,2,0.22,51.58,1,0
E5603,Ultrasound,6,8.16,2024-08-26 17:52:38.904066,1,0.38,42.63,1,1
E5604,ECG,8,16.15,2024-10-02 17:52:38.904066,0,0.3,54.7,1,1
E5605,MRI,1,8.34,2025-08-02 17:52:38.904066,0,0.04,54.23,2,0
E5606,MRI,0,1.06,2024-11-15 17:52:38.904066,2,0.14,59.99,0,1
E5607,ECG,1,19.3,2025-07-13 17:52:38.904066,0,0.19,43.23,1,1
E5608,MRI,13,12.2,2024-12-24 17:52:38.904066,3,0.06,52.16,0,1
E5609,Ventilator,3,9.59,2025-05-01 17:52:38.904066,3,0.07,30.77,1,1
E5610,ECG,5,14.08,2025-03-26 17:52:38.904066,1,0.36,55.49,2,0
E5611,Ventilator,1,4.54,2024-12-20 17:52:38.904066,0,0.48,66.76,0,1
E5612,ECG,9,14.96,2024-10-15 17:52:38.904066,0,0.45,65.07,1,1
E5613,ECG,7,8.59,2024-10-20 17:52:38.904066,1,0.58,49.78,1,1
E5614,Ultrasound,8,7.95,2024-11-21 17:52:38.904066,4,0.12,61.64,3,1
E5615,Ultrasound,4,12.1,2024-10-06 17:52:38.904066,1,0.19,67.23,1,1
E5616,ECG,8,9.85,2024-12-20 17:52:38.904066,0,0.55,61.06,0,1
E5617,Ultrasound,0,2.56,2024-08-23 17:52:38.904066,1,0.51,29.11,1,1
E5618,Ventilator,2,13.59,2024-11-09 17:52:38.904066,0,0.03,50.38,2,1
E5619,ECG,4,14.0,2025-07-04 17:52:38.904066,1,0.58,63.64,1,1
E5620,Ventilator,4,1.96,2025-03-25 17:52:38.904066,1,0.44,61.8,1,1
E5621,Ventilator,4,15.65,2025-02-16 17:52:38.904066,1,0.49,51.96,1,0
E5622,MRI,9,3.25,2025-05-28 17:52:38.904066,1,0.14,48.2,2,1
E5623,ECG,4,17.55,2024-10-31 17:52:38.904066,2,0.47,38.82,2,1
E5624,Ventilator,0,9.13,2024-10-01 17:52:38.904066,2,0.13,22.83,1,1
E5625,MRI,7,19.16,2024-11-28 17:52:38.904066,0,0.12,34.71,2,1
E5626,Ultrasound,1,0.19,2025-05-05 17:52:38.904066,2,0.15,53.67,5,1
E5627,ECG,8,9.76,2024-08-08 17:52:38.904066,0,0.33,66.05,0,1
E5628,MRI,7,7.95,2024-10-26 17:52:38.904066,0,0.28,27.35,1,1
E5629,ECG,7,17.36,2024-08-22 17:52:38.904066,1,0.57,43.03,2,1
E5630,Ventilator,4,19.1,2025-02-18 17:52:38.904066,1,0.74,40.44,1,1
E5631,Ventilator,1,19.91,2024-11-24 17:52:38.904066,1,0.47,61.36,2,1
E5632,ECG,0,3.32,2025-05-14 17:52:38.904066,1,0.2,34.99,2,0
E5633,Ventilator,0,17.57,2024-12-22 17:52:38.904066,1,0.48,25.43,5,1
E5634,MRI,7,12.29,2025-05-25 17:52:38.904066,0,0.15,47.35,2,0
E5635,Ventilator,8,10.85,2024-11-05 17:52:38.904066,0,0.14,54.04,3,1
E5636,Ventilator,9,5.02,2025-05-31 17:52:38.904066,0,0.61,33.11,1,1
E5637,ECG,1,4.7,2025-03-22 17:52:38.904066,3,0.34,51.02,4,1
E5638,ECG,6,7.33,2024-08-17 17:52:38.904066,4,0.48,55.97,0,1
E5639,ECG,15,3.5,2024-11-09 17:52:38.904066,0,0.58,67.53,2,1
E5640,Ventilator,3,6.29,2025-04-09 17:52:38.904066,1,0.51,29.65,4,1
E5641,Ultrasound,5,19.46,2024-10-17 17:52:38.904066,3,0.32,59.26,4,1
E5642,MRI,1,2.29,2025-03-24 17:52:38.904066,2,0.24,22.95,0,0
E5643,ECG,4,14.53,2025-05-04 17:52:38.904066,0,0.66,66.27,1,1
E5644,ECG,12,19.03,2025-03-11 17:52:38.904066,0,0.77,52.58,1,1
E5645,ECG,6,11.75,2025-06-30 17:52:38.904066,0,0.65,54.63,1,1
E5646,Ultrasound,4,7.32,2025-02-08 17:52:38.904066,1,0.51,49.52,1,0
E5647,Ultrasound,10,14.36,2024-12-23 17:52:38.904066,0,0.45,24.73,1,1
E5648,MRI,1,6.77,2025-04-11 17:52:38.904066,1,0.75,41.26,2,1
E5649,MRI,3,10.41,2025-07-01 17:52:38.904066,0,0.02,29.77,2,0
E5650,ECG,9,4.67,2025-01-27 17:52:38.904066,1,0.32,30.48,0,1
E5651,ECG,5,11.43,2025-01-27 17:52:38.904066,1,0.4,26.22,2,1
E5652,ECG,2,14.57,2024-12-31 17:52:38.904066,1,0.11,51.87,2,1
E5653,Ventilator,8,3.62,2024-12-08 17:52:38.904066,0,0.73,49.91,0,1
